Id,x1,x2,x3,x4,x5,x6,x7,sentiment
9514,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
9515,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
9516,24.0,33.0,1.0,0.0,0.0,1.0,1.0,1.0
9517,12.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0
9518,13.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0
9519,22.0,40.0,1.0,0.0,0.0,3.0,1.0,0.0
9520,4.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0
9521,9.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0
9522,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
9523,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
9524,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
9525,14.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0
9526,2.0,15.0,0.0,0.0,0.0,6.0,1.0,0.0
9527,36.0,30.0,1.0,5.0,1.0,5.0,1.0,0.0
9528,10.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0
9529,15.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0
9530,12.0,16.0,1.0,0.0,0.0,2.0,1.0,1.0
9531,2.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0
9532,21.0,34.0,1.0,2.0,1.0,3.0,1.0,1.0
9533,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9534,6.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0
9535,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
9536,6.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0
9537,5.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0
9538,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
9539,16.0,16.0,1.0,0.0,0.0,1.0,1.0,1.0
9540,4.0,9.0,1.0,0.0,0.0,3.0,1.0,0.0
9541,21.0,13.0,0.0,2.0,1.0,1.0,1.0,1.0
9542,12.0,12.0,0.0,0.0,0.0,6.0,1.0,0.0
9543,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
9544,14.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0
9545,5.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0
9546,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
9547,14.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
9548,6.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0
9549,11.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0
9550,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
9551,15.0,25.0,1.0,0.0,0.0,4.0,1.0,0.0
9552,10.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
9553,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
9554,2.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0
9555,5.0,12.0,0.0,0.0,0.0,6.0,1.0,0.0
9556,14.0,26.0,1.0,0.0,0.0,4.0,1.0,0.0
9557,7.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
9558,23.0,17.0,1.0,5.0,1.0,1.0,1.0,1.0
9559,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0
9560,10.0,15.0,0.0,2.0,1.0,0.0,0.0,1.0
9561,0.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0
9562,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
9563,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
9564,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
9565,13.0,29.0,1.0,0.0,0.0,7.0,1.0,0.0
9566,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9567,17.0,22.0,0.0,0.0,0.0,1.0,1.0,1.0
9568,15.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
9569,24.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0
9570,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
9571,14.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
9572,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
9573,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
9574,9.0,8.0,0.0,0.0,0.0,4.0,1.0,0.0
9575,13.0,18.0,1.0,0.0,0.0,2.0,1.0,0.0
9576,9.0,17.0,0.0,0.0,0.0,6.0,1.0,0.0
9577,12.0,13.0,0.0,2.0,1.0,4.0,1.0,0.0
9578,18.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0
9579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9580,6.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0
9581,27.0,16.0,0.0,2.0,1.0,0.0,0.0,1.0
9582,13.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0
9583,9.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
9584,38.0,17.0,1.0,3.0,1.0,2.0,1.0,1.0
9585,13.0,13.0,0.0,0.0,0.0,3.0,1.0,0.0
9586,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
9587,13.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0
9588,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
9589,18.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0
9590,4.0,10.0,0.0,0.0,0.0,6.0,1.0,0.0
9591,12.0,5.0,0.0,2.0,1.0,2.0,1.0,1.0
9592,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
9593,12.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0
9594,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
9595,10.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0
9596,7.0,35.0,0.0,0.0,0.0,3.0,1.0,1.0
9597,14.0,13.0,0.0,1.0,1.0,4.0,1.0,0.0
9598,12.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
9599,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
9600,16.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
9601,7.0,13.0,0.0,3.0,1.0,0.0,0.0,1.0
9602,12.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0
9603,9.0,8.0,0.0,0.0,0.0,4.0,1.0,0.0
9604,9.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0
9605,9.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0
9606,4.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
9607,2.0,14.0,1.0,0.0,0.0,9.0,1.0,0.0
9608,5.0,6.0,0.0,1.0,1.0,2.0,1.0,0.0
9609,11.0,18.0,1.0,0.0,0.0,5.0,1.0,1.0
9610,4.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0
9611,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9612,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
9613,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
9614,12.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0
9615,15.0,24.0,0.0,1.0,1.0,0.0,0.0,1.0
9616,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
9617,11.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
9618,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0
9619,43.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0
9620,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9621,11.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0
9622,12.0,5.0,1.0,0.0,0.0,3.0,1.0,1.0
9623,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
9624,12.0,11.0,0.0,0.0,0.0,3.0,1.0,0.0
9625,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
9626,5.0,9.0,1.0,0.0,0.0,2.0,1.0,0.0
9627,2.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0
9628,6.0,12.0,0.0,1.0,1.0,2.0,1.0,1.0
9629,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
9630,6.0,13.0,0.0,0.0,0.0,8.0,1.0,0.0
9631,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
9632,10.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0
9633,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
9634,12.0,31.0,0.0,0.0,0.0,3.0,1.0,0.0
9635,1.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0
9636,12.0,29.0,1.0,0.0,0.0,9.0,1.0,0.0
9637,14.0,25.0,0.0,1.0,1.0,0.0,0.0,1.0
9638,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9639,5.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0
9640,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
9641,6.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0
9642,26.0,35.0,1.0,0.0,0.0,5.0,1.0,0.0
9643,26.0,26.0,0.0,0.0,0.0,2.0,1.0,0.0
9644,5.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0
9645,9.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
9646,22.0,20.0,1.0,1.0,1.0,2.0,1.0,0.0
9647,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9648,13.0,21.0,1.0,0.0,0.0,2.0,1.0,0.0
9649,14.0,8.0,0.0,1.0,1.0,2.0,1.0,1.0
9650,17.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0
9651,24.0,13.0,0.0,0.0,0.0,2.0,1.0,0.0
9652,25.0,24.0,1.0,1.0,1.0,0.0,0.0,1.0
9653,8.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0
9654,4.0,12.0,1.0,0.0,0.0,6.0,1.0,0.0
9655,11.0,32.0,0.0,0.0,0.0,4.0,1.0,0.0
9656,3.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0
9657,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
9658,33.0,24.0,1.0,0.0,0.0,8.0,1.0,0.0
9659,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9660,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9661,0.0,14.0,0.0,0.0,0.0,3.0,1.0,0.0
9662,14.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0
9663,10.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0
9664,14.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0
9665,18.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0
9666,15.0,21.0,0.0,1.0,1.0,4.0,1.0,0.0
9667,20.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0
9668,7.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0
9669,10.0,12.0,0.0,0.0,0.0,3.0,1.0,0.0
9670,15.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
9671,5.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0
9672,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0
9673,4.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0
9674,16.0,13.0,1.0,0.0,0.0,3.0,1.0,0.0
9675,1.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0
9676,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
9677,10.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0
9678,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
9679,8.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0
9680,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9681,9.0,14.0,1.0,0.0,0.0,2.0,1.0,0.0
9682,9.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0
9683,19.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0
9684,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0
9685,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9686,13.0,16.0,1.0,0.0,0.0,2.0,1.0,0.0
9687,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
9688,28.0,22.0,0.0,1.0,1.0,0.0,0.0,1.0
9689,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
9690,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
9691,8.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0
9692,5.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0
9693,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
9694,10.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
9695,6.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0
9696,4.0,8.0,1.0,0.0,0.0,2.0,1.0,0.0
9697,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0
9698,5.0,9.0,1.0,0.0,0.0,4.0,1.0,0.0
9699,3.0,10.0,0.0,0.0,0.0,4.0,1.0,0.0
9700,28.0,18.0,1.0,1.0,1.0,2.0,1.0,0.0
9701,18.0,19.0,0.0,0.0,0.0,3.0,1.0,0.0
9702,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
9703,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
9704,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
9705,6.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0
9706,8.0,30.0,0.0,0.0,0.0,3.0,1.0,0.0
9707,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
9708,16.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0
9709,10.0,16.0,0.0,0.0,0.0,1.0,1.0,1.0
9710,20.0,14.0,0.0,0.0,0.0,2.0,1.0,1.0
9711,3.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0
9712,10.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0
9713,15.0,28.0,1.0,0.0,0.0,8.0,1.0,0.0
9714,3.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0
9715,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
9716,1.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0
9717,4.0,7.0,0.0,0.0,0.0,3.0,1.0,0.0
9718,16.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0
9719,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
9720,15.0,19.0,0.0,0.0,0.0,2.0,1.0,1.0
9721,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
9722,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9723,10.0,22.0,1.0,0.0,0.0,2.0,1.0,0.0
9724,24.0,24.0,1.0,1.0,1.0,0.0,0.0,1.0
9725,6.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0
9726,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9727,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9728,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0
9729,22.0,25.0,0.0,3.0,1.0,3.0,1.0,0.0
9730,2.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0
9731,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
9732,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9733,17.0,10.0,1.0,2.0,1.0,2.0,1.0,1.0
9734,5.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
9735,11.0,10.0,1.0,1.0,1.0,4.0,1.0,0.0
9736,11.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0
9737,3.0,13.0,1.0,0.0,0.0,1.0,1.0,0.0
9738,8.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0
9739,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
9740,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
9741,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0
9742,17.0,16.0,1.0,0.0,0.0,2.0,1.0,0.0
9743,6.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
9744,8.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0
9745,18.0,14.0,1.0,0.0,0.0,3.0,1.0,0.0
9746,5.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0
9747,8.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0
9748,8.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0
9749,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
9750,7.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0
9751,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
9752,3.0,13.0,1.0,0.0,0.0,1.0,1.0,0.0
9753,6.0,13.0,0.0,0.0,0.0,2.0,1.0,0.0
9754,14.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0
9755,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0
9756,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
9757,5.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0
9758,12.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
9759,9.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0
9760,9.0,7.0,0.0,0.0,0.0,3.0,1.0,1.0
9761,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0
9762,5.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0
9763,14.0,22.0,1.0,0.0,0.0,2.0,1.0,1.0
9764,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9765,19.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0
9766,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
9767,10.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
9768,31.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0
9769,10.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0
9770,36.0,29.0,1.0,0.0,0.0,1.0,1.0,1.0
9771,13.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
9772,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9773,13.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0
9774,9.0,22.0,0.0,0.0,0.0,6.0,1.0,0.0
9775,13.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
9776,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
9777,38.0,42.0,1.0,0.0,0.0,2.0,1.0,0.0
9778,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
9779,16.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0
9780,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
9781,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
9782,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
9783,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0
9784,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0
9785,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
9786,6.0,13.0,0.0,0.0,0.0,9.0,1.0,0.0
9787,10.0,7.0,0.0,0.0,0.0,3.0,1.0,0.0
9788,7.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0
9789,8.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
9790,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
9791,0.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0
9792,6.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
9793,18.0,6.0,1.0,0.0,0.0,4.0,1.0,0.0
9794,15.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0
9795,7.0,13.0,0.0,1.0,1.0,2.0,1.0,0.0
9796,17.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0
9797,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9798,5.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0
9799,18.0,31.0,1.0,1.0,1.0,3.0,1.0,0.0
9800,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
9801,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
9802,14.0,26.0,1.0,0.0,0.0,3.0,1.0,0.0
9803,4.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0
9804,10.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0
9805,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9806,8.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0
9807,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9808,7.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0
9809,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
9810,22.0,23.0,0.0,0.0,0.0,2.0,1.0,1.0
9811,11.0,8.0,1.0,0.0,0.0,3.0,1.0,0.0
9812,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
9813,38.0,20.0,0.0,1.0,1.0,3.0,1.0,1.0
9814,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
9815,16.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0
9816,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
9817,11.0,16.0,1.0,0.0,0.0,4.0,1.0,0.0
9818,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
9819,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9820,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
9821,19.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0
9822,7.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0
9823,7.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0
9824,11.0,16.0,1.0,0.0,0.0,6.0,1.0,0.0
9825,20.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0
9826,11.0,12.0,1.0,0.0,0.0,4.0,1.0,0.0
9827,21.0,24.0,1.0,0.0,0.0,1.0,1.0,0.0
9828,14.0,6.0,0.0,2.0,1.0,0.0,0.0,1.0
9829,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
9830,4.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0
9831,2.0,14.0,0.0,0.0,0.0,7.0,1.0,0.0
9832,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9833,3.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0
9834,8.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0
9835,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9836,10.0,26.0,0.0,1.0,1.0,2.0,1.0,1.0
9837,6.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0
9838,19.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
9839,12.0,13.0,0.0,2.0,1.0,3.0,1.0,0.0
9840,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
9841,15.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0
9842,3.0,21.0,0.0,0.0,0.0,3.0,1.0,0.0
9843,10.0,31.0,0.0,1.0,1.0,4.0,1.0,0.0
9844,28.0,33.0,0.0,0.0,0.0,9.0,1.0,0.0
9845,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
9846,6.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
9847,2.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0
9848,10.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0
9849,10.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0
9850,9.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0
9851,2.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0
9852,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9853,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
9854,13.0,6.0,0.0,1.0,1.0,2.0,1.0,1.0
9855,7.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0
9856,6.0,18.0,1.0,0.0,0.0,6.0,1.0,0.0
9857,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
9858,15.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0
9859,10.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
9860,5.0,13.0,0.0,0.0,0.0,8.0,1.0,0.0
9861,19.0,13.0,1.0,2.0,1.0,1.0,1.0,0.0
9862,23.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0
9863,12.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0
9864,13.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0
9865,12.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0
9866,0.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0
9867,11.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0
9868,8.0,9.0,1.0,0.0,0.0,4.0,1.0,1.0
9869,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
9870,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
9871,8.0,12.0,1.0,0.0,0.0,2.0,1.0,0.0
9872,18.0,7.0,0.0,3.0,1.0,0.0,0.0,1.0
9873,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
9874,5.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0
9875,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0
9876,6.0,7.0,0.0,0.0,0.0,3.0,1.0,0.0
9877,14.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
9878,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
9879,8.0,11.0,1.0,0.0,0.0,2.0,1.0,0.0
9880,10.0,17.0,1.0,0.0,0.0,6.0,1.0,0.0
9881,5.0,11.0,1.0,0.0,0.0,7.0,1.0,0.0
9882,12.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0
9883,6.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
9884,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
9885,5.0,10.0,0.0,0.0,0.0,3.0,1.0,0.0
9886,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9887,4.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0
9888,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
9889,12.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0
9890,15.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0
9891,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0
9892,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0
9893,5.0,11.0,0.0,1.0,1.0,3.0,1.0,0.0
9894,12.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0
9895,20.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0
9896,9.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0
9897,8.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0
9898,5.0,19.0,1.0,0.0,0.0,6.0,1.0,0.0
9899,8.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0
9900,12.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
9901,6.0,20.0,1.0,0.0,0.0,7.0,1.0,0.0
9902,8.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0
9903,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
9904,13.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
9905,21.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
9906,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
9907,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0
9908,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
9909,3.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0
9910,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
9911,6.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0
9912,11.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0
